Code,FAA Aircraft Type,EDMS Aircraft Code,Engine Manufacturer,Engine,EDMS ID,SCC,SCC Description,Map To,Last Inventory Year,Last updated on
200997,Airbus A320-200 Series,4542,CFM International,CFM56-5B4/2P,1379,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200998,Airbus A320-100 Series,4541,CFM International,CFM56-5B1/2P,1378,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
200999,Airbus A320-200 Series,4542,CFM International,CFM56-5B1/2P,1378,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201000,Airbus A320-100 Series,4541,GE,CFM56-5B5/P,1385,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201001,Airbus A320-200 Series,4542,GE,CFM56-5B5/P,1385,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201002,Airbus A320-200 Series,4542,GE,CFM56-5B6/P,1386,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201003,Airbus A320-200 Series,4542,GE,CFM56-5B4/P,1384,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201004,Airbus A320-100 Series,4541,,V2522-D5 ,1747,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201005,Airbus A320-100 Series,4541,CFM International,CFM56-5B2/2P,1442,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201006,Airbus A320-200 Series,4542,CFM International,CFM56-5B2/2P,1442,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201007,Airbus A320-100 Series,4541,CFM International,CFM56-5B3/2P,1443,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201008,Airbus A320-200 Series,4542,CFM International,CFM56-5B3/2P,1443,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201009,Airbus A320-100 Series,4541,International Aero Engines,V2524-A5,1418,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201010,Airbus A320-100 Series,4541,CFM International,CFM56-5B9/P,1513,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201011,Airbus A320-200 Series,4542,CFM International,CFM56-5B9/P,1513,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201012,Airbus A320-100 Series,4541,CFM International,CFM56-5B8/P,1512,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201013,Airbus A320-200 Series,4542,CFM International,CFM56-5B8/P,1512,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201014,Airbus A320-100 Series,4541,CFM International,CFM56-5B9/2P,1514,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201015,Airbus A320-200 Series,4542,CFM International,CFM56-5B9/2P,1514,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201016,Airbus A320-200 Series,4542,International Aero Engines,V2524-A5,1418,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201017,Airbus A320-200 Series,4542,,V2522-D5 ,1747,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201018,Airbus A320-200 Series,4542,International Aero Engines,V2500-A1,1248,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201019,Airbus A320-200 Series,4542,International Aero Engines,V2527-A5,1250,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201020,Airbus A321-100 Series,4543,International Aero Engines,V2530-A5,1252,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201021,Airbus A321-200 Series,4544,International Aero Engines,V2530-A5,1252,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201022,Airbus A321-100 Series,4543,CFMI,CFM56-5B1,1340,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201023,Airbus A321-100 Series,4543,CFMI,CFM56-5B2,1341,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201024,Airbus A321-100 Series,4543,CFMI,CFM56-5B2/2,1345,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201025,Airbus A321-100 Series,4543,CFMI,CFM56-5B1/2,1344,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201026,Airbus A321-100 Series,4543,GE,CFM56-5B5/P,1385,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201027,Airbus A321-100 Series,4543,GE,CFM56-5B1/P,1381,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201028,Airbus A321-200 Series,4544,GE,CFM56-5B1/P,1381,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201029,Airbus A321-100 Series,4543,GE,CFM56-5B2/P,1382,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201030,Airbus A321-200 Series,4544,GE,CFM56-5B2/P,1382,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201031,Airbus A321-100 Series,4543,GE,CFM56-5B3/P,1383,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201032,Airbus A321-200 Series,4544,GE,CFM56-5B3/P,1383,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201033,Airbus A321-100 Series,4543,CFM International,CFM56-5B1/2P,1378,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201034,Airbus A321-200 Series,4544,CFM International,CFM56-5B1/2P,1378,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201035,Airbus A321-100 Series,4543,CFM International,CFM56-5B4/2P,1379,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201036,Airbus A321-100 Series,4543,CFM International,CFM56-5B6/2P,1380,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201037,Airbus A321-100 Series,4543,,V2522-D5 ,1747,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201038,Airbus A321-100 Series,4543,International Aero Engines,V2524-A5,1418,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201039,Airbus A321-100 Series,4543,International Aero Engines,V2533-A5,1419,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201040,Airbus A321-200 Series,4544,International Aero Engines,V2533-A5,1419,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201041,Airbus A321-100 Series,4543,CFM International,CFM56-5B3/2P,1443,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201042,Airbus A321-200 Series,4544,CFM International,CFM56-5B3/2P,1443,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201043,Airbus A321-100 Series,4543,CFM International,CFM56-5B2/2P,1442,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201044,Airbus A321-100 Series,4543,CFM International,CFM56-5B9/2P,1514,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201045,Airbus A321-100 Series,4543,CFM International,CFM56-5B8/P,1512,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201046,Airbus A321-100 Series,4543,CFM International,CFM56-5B9/P,1513,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201047,Airbus A330-200 Series,4545,,CF6-80CB42 ,1530,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201048,Airbus A330-300 Series,4546,,CF6-80CB42 ,1530,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201049,Airbus A330-200 Series,4545,GE,CF6-80E1A4,1449,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201050,Airbus A330-300 Series,4546,GE,CF6-80E1A4,1449,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201051,Airbus A330-200 Series,4545,GE,CF6-80E1A4,1450,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201052,Airbus A330-300 Series,4546,GE,CF6-80E1A4,1450,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201053,Airbus A330-200 Series,4545,GE,CF6-80E1A3,1466,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201054,Airbus A330-300 Series,4546,GE,CF6-80E1A3,1466,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201055,Airbus A330-200 Series,4545,GE,CF6-80C2B8FA,1395,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201056,Airbus A330-300 Series,4546,GE,CF6-80C2B8FA,1395,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201057,Airbus A330-200 Series,4545,GE,CF6-80C2B5F,1394,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201058,Airbus A330-300 Series,4546,GE,CF6-80C2B5F,1394,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201059,Airbus A330-200 Series,4545,GE,CF6-80E1A1,1362,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201060,Airbus A330-200 Series,4545,GE,CF6-80E1A2,1363,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201061,Airbus A330-300 Series,4546,GE,CF6-80E1A2,1363,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201062,Airbus A330-200 Series,4545,GE Aircraft Engines,CF6-80E1A1,1244,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201063,Airbus A330-200 Series,4545,GE Aircraft Engines,CF6-80E1A2,1245,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201064,Airbus A330-300 Series,4546,GE Aircraft Engines,CF6-80E1A2,1245,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201065,Airbus A330-200 Series,4545,Pratt & Whitney,JT9D-7R4H1,1287,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201066,Airbus A330-200 Series,4545,Pratt & Whitney,JT9D-7F,1279,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201069,Airbus A330-200 Series,4545,Pratt & Whitney,PW4158,1303,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201070,Airbus A330-300 Series,4546,Pratt & Whitney,PW4158,1303,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201071,Airbus A330-200 Series,4545,Pratt & Whitney,PW4164,1304,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201072,Airbus A330-300 Series,4546,Pratt & Whitney,PW4164,1304,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201073,Airbus A330-200 Series,4545,Pratt & Whitney,PW4168,1305,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201074,Airbus A330-300 Series,4546,Pratt & Whitney,PW4168,1305,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201075,Airbus A330-200 Series,4545,Pratt & Whitney,PW4x50,1308,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201076,Airbus A330-300 Series,4546,Pratt & Whitney,PW4x50,1308,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201077,Airbus A330-200 Series,4545,Pratt & Whitney,PW4x56,1310,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201078,Airbus A330-300 Series,4546,Pratt & Whitney,PW4x56,1310,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201079,Airbus A330-200 Series,4545,Pratt & Whitney,PW4x52,1309,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201080,Airbus A330-300 Series,4546,Pratt & Whitney,PW4x52,1309,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201081,Airbus A330-200 Series,4545,Pratt & Whitney,PW4x58,1311,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201082,Airbus A330-300 Series,4546,Pratt & Whitney,PW4x58,1311,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201083,Airbus A330-200 Series,4545,Pratt & Whitney,PW4x62,1313,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201084,Airbus A330-300 Series,4546,Pratt & Whitney,PW4x62,1313,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201087,Airbus A330-200 Series,4545,Pratt & Whitney,PW4156,1301,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201088,Airbus A330-200 Series,4545,Pratt & Whitney,PW4156,1302,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201089,Airbus A330-200 Series,4545,Pratt & Whitney,JT9D-20J,1289,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201090,Airbus A330-200 Series,4545,Pratt & Whitney,JT9D-59A,1290,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201091,Airbus A330-200 Series,4545,Rolls Royce plc,Trent 892,1376,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201092,Airbus A330-200 Series,4545,Rolls Royce plc,Trent 768,1371,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201093,Airbus A330-300 Series,4546,Rolls Royce plc,Trent 768,1371,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201094,Airbus A330-200 Series,4545,Rolls Royce plc,Trent 772,1372,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201095,Airbus A330-300 Series,4546,Rolls Royce plc,Trent 772,1372,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201096,Airbus A330-200 Series,4545,,JT9D-7A (MOD V) ,1590,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201097,Airbus A330-200 Series,4545,,JT9D-70 ,1589,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201098,Airbus A330-200 Series,4545,Pratt and Whitney,PW4X58,1468,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201099,Airbus A330-300 Series,4546,Pratt and Whitney,PW4X58,1468,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201100,Airbus A330-200 Series,4545,Pratt and Whitney,PW4168,1469,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201101,Airbus A330-300 Series,4546,Pratt and Whitney,PW4168,1469,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201102,Airbus A330-200 Series,4545,Rolls-Royce plc,Trent 895,1473,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201103,Airbus A330-200 Series,4545,Pratt & Whitney,PW4168A,1451,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201104,Airbus A330-300 Series,4546,Pratt & Whitney,PW4168A,1451,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201107,Airbus A330-200 Series,4545,Rolls Royce plc,Trent 768,1425,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201108,Airbus A330-300 Series,4546,Rolls Royce plc,Trent 768,1425,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201109,Airbus A330-200 Series,4545,Pratt & Whitney,PW4164,1522,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201110,Airbus A330-300 Series,4546,Pratt & Whitney,PW4164,1522,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201111,Airbus A330-200 Series,4545,Pratt & Whitney,PW4168A,1523,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201112,Airbus A330-300 Series,4546,Pratt & Whitney,PW4168A,1523,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201113,Airbus A340-200 Series,4547,CFM International,CFM56-5B9/P,1513,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201114,Airbus A340-300 Series,4548,CFM International,CFM56-5B9/P,1513,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201115,Airbus A340-200 Series,4547,CFM International,CFM56-5B8/P,1512,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201116,Airbus A340-300 Series,4548,CFM International,CFM56-5B8/P,1512,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201117,Airbus A340-500 Series,4549,Rolls Royce,Trent 556-61,1507,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201118,Airbus A340-600 Series,4550,Rolls Royce,Trent 556-61,1507,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201119,Airbus A340-200 Series,4547,CFM International,CFM56-5C2/P,1509,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201120,Airbus A340-300 Series,4548,CFM International,CFM56-5C2/P,1509,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201121,Airbus A340-200 Series,4547,CFM International,CFM56-5C3/P,1510,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201122,Airbus A340-300 Series,4548,CFM International,CFM56-5C3/P,1510,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201123,Airbus A340-200 Series,4547,CFM International,CFM56-5C4/P,1511,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201124,Airbus A340-300 Series,4548,CFM International,CFM56-5C4/P,1511,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201125,Airbus A340-200 Series,4547,CFM International,CFM56-5B9/2P,1514,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201126,Airbus A340-300 Series,4548,CFM International,CFM56-5B9/2P,1514,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201127,Airbus A340-200 Series,4547,CFM International,CFM56-5B2/2P,1442,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201128,Airbus A340-300 Series,4548,CFM International,CFM56-5B2/2P,1442,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201129,Airbus A340-200 Series,4547,CFM International,CFM56-5B3/2P,1443,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201130,Airbus A340-300 Series,4548,CFM International,CFM56-5B3/2P,1443,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201131,Airbus A340-200 Series,4547,CFM International,CFM56-5B6/2P,1380,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201132,Airbus A340-300 Series,4548,CFM International,CFM56-5B6/2P,1380,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201133,Airbus A340-200 Series,4547,CFM International,CFM56-5B4/2P,1379,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201134,Airbus A340-300 Series,4548,CFM International,CFM56-5B4/2P,1379,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201135,Airbus A340-200 Series,4547,CFM International,CFM56-5B1/2P,1378,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201136,Airbus A340-300 Series,4548,CFM International,CFM56-5B1/2P,1378,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201137,Airbus A340-200 Series,4547,GE,CFM56-5B5/P,1385,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201138,Airbus A340-300 Series,4548,GE,CFM56-5B5/P,1385,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201139,Airbus A340-200 Series,4547,CFMI,CFM56-5B2/2,1345,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201140,Airbus A340-300 Series,4548,CFMI,CFM56-5B2/2,1345,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201141,Airbus A340-200 Series,4547,CFMI,CFM56-5C4,1343,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201142,Airbus A340-300 Series,4548,CFMI,CFM56-5C4,1343,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201143,Airbus A340-200 Series,4547,CFMI,CFM56-5C2,1215,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201144,Airbus A340-300 Series,4548,CFMI,CFM56-5C2,1215,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201145,Airbus A340-200 Series,4547,CFMI,CFM56-5C3,1216,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201146,Airbus A340-300 Series,4548,CFMI,CFM56-5C3,1216,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201147,LTV A-7 Corsair II,4881,,TF30-P-6B(JFT 10) ,1700,2275001000,"Military Aircraft, Total",,,7/18/2018
201148,LTV A-7 Corsair II,4881,,TF30-P-6C ,1701,2275001000,"Military Aircraft, Total",,,7/18/2018
201149,LTV A-7 Corsair II,4881,,TF41-A-2 ,1713,2275001000,"Military Aircraft, Total",,,7/18/2018
201150,BAC 1-11 200,4617,,SPEY MK511-8 ,1591,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201151,BAC 1-11 300/400,4618,,SPEY MK511-8 ,1591,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201154,BAC 1-11 200,4617,Rolls Royce Ltd,SPEY Mk511,1327,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201155,BAC 1-11 300/400,4618,Rolls Royce Ltd,SPEY Mk511,1327,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201156,BAC 1-11 475,4619,Rolls Royce Ltd,SPEY Mk511,1327,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201157,BAC 1-11 500,4620,Rolls Royce Ltd,SPEY Mk511,1327,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201158,BAE 146-100,4621,Textron Lycoming,ALF 502R-3,1335,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201159,BAE 146-200,4623,Textron Lycoming,ALF 502R-3,1335,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201160,BAE 146-100,4621,Textron Lycoming,ALF 502R-5,1336,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201161,BAE 146-100QT Quiet Trader,4622,Textron Lycoming,ALF 502R-5,1336,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201162,BAE 146-200,4623,Textron Lycoming,ALF 502R-5,1336,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201163,BAE 146-200QT Quiet Trader,4624,Textron Lycoming,ALF 502R-5,1336,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201164,Avro RJ-100,4578,Textron Lycoming,"LF507-1F, -1H",1337,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201165,Avro RJ-70,4579,Textron Lycoming,"LF507-1F, -1H",1337,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201166,Avro RJ-85,4580,Textron Lycoming,"LF507-1F, -1H",1337,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201167,BAE 146-RJ100,4627,Textron Lycoming,"LF507-1F, -1H",1337,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201168,BAE 146-RJ115,4628,Textron Lycoming,"LF507-1F, -1H",1337,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201169,BAE 146-RJ70,4629,Textron Lycoming,"LF507-1F, -1H",1337,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201170,BAE 146-RJ85,4630,Textron Lycoming,"LF507-1F, -1H",1337,2275020000,"Commercial Aircraft, Total: All Types",,,7/18/2018
201171,Lockheed L-1329 Jetstar I,4840,Allied Signal,TFE731-3,1205,2275050012,"General Aviation, Turbine",,,7/18/2018
